total_SBA,540,7a,ESTAB,GEO_ID,mean_agi,ZIPCODE,SBA_per_Small,540_per_Small,7a_per_Small,tot_ratio_buckets,tot_ratio_buckets_rank,_540_ratio_buckets,_540_ratio_buckets_rank,_7a_ratio_buckets,_7a_ratio_buckets_rank,mean_agi_buckets,mean_agi_buckets_rank
1,,1.0,9.0,8610000US95615,35403.0,95615,0.111111111111,,0.111111111111,"(0.0192, 0.111]",3.0,,,"(0.108, 0.146]",4.0,"(31958.75, 36760]",2.0
17,1.0,16.0,1007.0,8610000US95616,63431.0,95616,0.0168818272095,0.000993048659384,0.0158887785501,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,"(0.0019, 0.0323]",2.0,"(58591, 72552]",6.0
2,,2.0,315.0,8610000US95618,72947.0,95618,0.00634920634921,,0.00634920634921,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(72552, 113143.25]",7.0
1,,1.0,153.0,8610000US95619,36623.0,95619,0.00653594771242,,0.00653594771242,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(31958.75, 36760]",2.0
105,27.0,78.0,361.0,8610000US95620,43055.0,95620,0.290858725762,0.0747922437673,0.216066481994,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"(36760, 43085]",3.0
1,,1.0,367.0,8610000US95621,33858.0,95621,0.00272479564033,,0.00272479564033,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(31958.75, 36760]",2.0
2,,2.0,6.0,8610000US95625,,95625,0.333333333333,,0.333333333333,"(0.25, 0.333]",7.0,,,"(0.3, 4]",8.0,,
1,,1.0,46.0,8610000US95626,36418.0,95626,0.0217391304348,,0.0217391304348,"(0.0192, 0.111]",3.0,,,"(0.0019, 0.0323]",2.0,"(31958.75, 36760]",2.0
2,,2.0,10.0,8610000US95629,40618.0,95629,0.2,,0.2,"(0.163, 0.201]",5.0,,,"(0.178, 0.222]",6.0,"(36760, 43085]",3.0
1,,1.0,7.0,8610000US95636,34969.0,95636,0.142857142857,,0.142857142857,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,"(31958.75, 36760]",2.0
1,,1.0,351.0,8610000US95642,43582.0,95642,0.002849002849,,0.002849002849,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
5,1.0,4.0,487.0,8610000US95660,24942.0,95660,0.0102669404517,0.00205338809035,0.0082135523614,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,"(0.0019, 0.0323]",2.0,"[18558, 31958.75]",1.0
1,1.0,,1695.0,8610000US95661,57540.0,95661,0.000589970501475,0.000589970501475,,"[0.000244, 0.00178]",1.0,"[0.000264, 0.00659]",1.0,,,"(49963, 58591]",5.0
1,,1.0,894.0,8610000US95667,43478.0,95667,0.00111856823266,,0.00111856823266,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(43085, 49963]",4.0
3,,3.0,17.0,8610000US95668,45811.0,95668,0.176470588235,,0.176470588235,"(0.163, 0.201]",5.0,,,"(0.146, 0.178]",5.0,"(43085, 49963]",4.0
2,1.0,1.0,1240.0,8610000US95670,41440.0,95670,0.00161290322581,0.000806451612903,0.000806451612903,"[0.000244, 0.00178]",1.0,"[0.000264, 0.00659]",1.0,"[0.000244, 0.0019]",1.0,"(36760, 43085]",3.0
1,,1.0,173.0,8610000US95673,32009.0,95673,0.00578034682081,,0.00578034682081,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(31958.75, 36760]",2.0
2,1.0,1.0,739.0,8610000US95677,49820.0,95677,0.00270635994587,0.00135317997294,0.00135317997294,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,"[0.000244, 0.0019]",1.0,"(43085, 49963]",4.0
2,,2.0,693.0,8610000US95682,53575.0,95682,0.002886002886,,0.002886002886,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(49963, 58591]",5.0
1,,1.0,38.0,8610000US95684,40004.0,95684,0.0263157894737,,0.0263157894737,"(0.0192, 0.111]",3.0,,,"(0.0019, 0.0323]",2.0,"(36760, 43085]",3.0
2,,2.0,10.0,8610000US95686,,95686,0.2,,0.2,"(0.163, 0.201]",5.0,,,"(0.178, 0.222]",6.0,,
164,37.0,127.0,769.0,8610000US95687,44587.0,95687,0.213263979194,0.0481144343303,0.165149544863,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.146, 0.178]",5.0,"(43085, 49963]",4.0
234,40.0,194.0,935.0,8610000US95688,52813.0,95688,0.250267379679,0.0427807486631,0.207486631016,"(0.25, 0.333]",7.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(49963, 58591]",5.0
4,,4.0,954.0,8610000US95691,44989.0,95691,0.0041928721174,,0.0041928721174,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
1,,1.0,50.0,8610000US95692,40074.0,95692,0.02,,0.02,"(0.0192, 0.111]",3.0,,,"(0.0019, 0.0323]",2.0,"(36760, 43085]",3.0
1,,1.0,85.0,8610000US95693,62071.0,95693,0.0117647058824,,0.0117647058824,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(58591, 72552]",6.0
2,,2.0,154.0,8610000US95694,45250.0,95694,0.012987012987,,0.012987012987,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
2,,2.0,698.0,8610000US95695,42903.0,95695,0.00286532951289,,0.00286532951289,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(36760, 43085]",3.0
4,,4.0,18.0,8610000US95696,,95696,0.222222222222,,0.222222222222,"(0.201, 0.25]",6.0,,,"(0.178, 0.222]",6.0,,
1,,1.0,7.0,8610000US95698,,95698,0.142857142857,,0.142857142857,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,,
1,,1.0,21.0,8610000US95703,42796.0,95703,0.047619047619,,0.047619047619,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(36760, 43085]",3.0
1,,1.0,,,,95707,,,,,,,,,,,
1,,1.0,5.0,8610000US95724,,95724,0.2,,0.2,"(0.163, 0.201]",5.0,,,"(0.178, 0.222]",6.0,,
1,,1.0,103.0,8610000US95726,38174.0,95726,0.00970873786408,,0.00970873786408,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(36760, 43085]",3.0
1,,1.0,,,,95730,,,,,,,,,,,
1,,1.0,907.0,8610000US95758,45388.0,95758,0.00110253583241,,0.00110253583241,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(43085, 49963]",4.0
1,,1.0,,,,95773,,,,,,,,,,,
1,1.0,,1697.0,8610000US95814,53195.0,95814,0.000589275191514,0.000589275191514,,"[0.000244, 0.00178]",1.0,"[0.000264, 0.00659]",1.0,,,"(49963, 58591]",5.0
1,1.0,,1066.0,8610000US95815,26336.0,95815,0.00093808630394,0.00093808630394,,"[0.000244, 0.00178]",1.0,"[0.000264, 0.00659]",1.0,,,"[18558, 31958.75]",1.0
2,,2.0,875.0,8610000US95816,57961.0,95816,0.00228571428571,,0.00228571428571,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(49963, 58591]",5.0
1,1.0,,503.0,8610000US95818,67107.0,95818,0.00198807157058,0.00198807157058,,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,,,"(58591, 72552]",6.0
1,,1.0,727.0,8610000US95821,39385.0,95821,0.00137551581843,,0.00137551581843,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(36760, 43085]",3.0
1,,1.0,1656.0,8610000US95825,38133.0,95825,0.0006038647343,,0.0006038647343,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(36760, 43085]",3.0
1,,1.0,709.0,8610000US95828,28190.0,95828,0.00141043723554,,0.00141043723554,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"[18558, 31958.75]",1.0
1,,1.0,274.0,8610000US95829,44001.0,95829,0.0036496350365,,0.0036496350365,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
1,,1.0,449.0,8610000US95831,55456.0,95831,0.0022271714922,,0.0022271714922,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(49963, 58591]",5.0
1,,1.0,,,,95887,,,,,,,,,,,
1,,1.0,,,,95896,,,,,,,,,,,
3,,3.0,,,,95899,,,,,,,,,,,
1,,1.0,4.0,8610000US95920,62218.0,95920,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,"(58591, 72552]",6.0
1,,1.0,1204.0,8610000US95928,46924.0,95928,0.000830564784053,,0.000830564784053,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(43085, 49963]",4.0
1,,1.0,4.0,8610000US95930,,95930,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
1,,1.0,,,,95933,,,,,,,,,,,
1,,1.0,14.0,8610000US95937,,95937,0.0714285714286,,0.0714285714286,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,,
1,,1.0,970.0,8610000US95945,37538.0,95945,0.00103092783505,,0.00103092783505,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(36760, 43085]",3.0
1,,1.0,139.0,8610000US95946,45372.0,95946,0.00719424460432,,0.00719424460432,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
1,,1.0,316.0,8610000US95949,43236.0,95949,0.00316455696203,,0.00316455696203,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
3,2.0,1.0,12.0,8610000US95951,,95951,0.25,0.166666666667,0.0833333333333,"(0.201, 0.25]",6.0,"(0.1, 1]",8.0,"(0.0323, 0.108]",3.0,,
6,2.0,4.0,75.0,8610000US95954,29536.0,95954,0.08,0.0266666666667,0.0533333333333,"(0.0192, 0.111]",3.0,"(0.0202, 0.0273]",4.0,"(0.0323, 0.108]",3.0,"[18558, 31958.75]",1.0
1,,1.0,478.0,8610000US95959,48917.0,95959,0.00209205020921,,0.00209205020921,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
1,,1.0,30.0,8610000US95962,34234.0,95962,0.0333333333333,,0.0333333333333,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(31958.75, 36760]",2.0
1,,1.0,555.0,8610000US95969,34989.0,95969,0.0018018018018,,0.0018018018018,"(0.00178, 0.0192]",2.0,,,"[0.000244, 0.0019]",1.0,"(31958.75, 36760]",2.0
1,,1.0,1128.0,8610000US96001,43039.0,96001,0.000886524822695,,0.000886524822695,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(36760, 43085]",3.0
1,,1.0,914.0,8610000US96003,36347.0,96003,0.00109409190372,,0.00109409190372,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(31958.75, 36760]",2.0
1,,1.0,97.0,8610000US96019,27580.0,96019,0.0103092783505,,0.0103092783505,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"[18558, 31958.75]",1.0
1,,1.0,107.0,8610000US96020,34156.0,96020,0.00934579439252,,0.00934579439252,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(31958.75, 36760]",2.0
1,,1.0,10.0,8610000US96048,29726.0,96048,0.1,,0.1,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"[18558, 31958.75]",1.0
1,,1.0,2.0,8610000US96050,28026.0,96050,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,"[18558, 31958.75]",1.0
1,,1.0,20.0,8610000US96051,34201.0,96051,0.05,,0.05,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(31958.75, 36760]",2.0
2,,2.0,12.0,8610000US96062,44594.0,96062,0.166666666667,,0.166666666667,"(0.163, 0.201]",5.0,,,"(0.146, 0.178]",5.0,"(43085, 49963]",4.0
1,,1.0,3.0,8610000US96065,32659.0,96065,0.333333333333,,0.333333333333,"(0.25, 0.333]",7.0,,,"(0.3, 4]",8.0,"(31958.75, 36760]",2.0
1,,1.0,,,,96075,,,,,,,,,,,
1,,1.0,1.0,8610000US96090,,96090,1.0,,1.0,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,,1.0,92.0,8610000US96122,31327.0,96122,0.0108695652174,,0.0108695652174,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"[18558, 31958.75]",1.0
1,,1.0,4.0,8610000US96128,38013.0,96128,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,"(36760, 43085]",3.0
1,,1.0,66.0,8610000US96148,,96148,0.0151515151515,,0.0151515151515,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,,
1,,1.0,872.0,8610000US96150,36429.0,96150,0.00114678899083,,0.00114678899083,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(31958.75, 36760]",2.0
1,,1.0,830.0,8610000US96161,65537.0,96161,0.00120481927711,,0.00120481927711,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(58591, 72552]",6.0
1,,1.0,,,,96472,,,,,,,,,,,
1,,1.0,,,,96590,,,,,,,,,,,
1,,1.0,25.0,8610000US97117,35638.0,97117,0.04,,0.04,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(31958.75, 36760]",2.0
1,,1.0,1337.0,8610000US97202,54087.0,97202,0.00074794315632,,0.00074794315632,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(49963, 58591]",5.0
1,,1.0,,,,97566,,,,,,,,,,,
1,,1.0,2.0,8610000US97621,,97621,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,,1.0,2.0,8610000US98062,,98062,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,,1.0,906.0,8610000US98110,95869.0,98110,0.00110375275938,,0.00110375275938,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(72552, 113143.25]",7.0
1,,1.0,639.0,8610000US98112,176450.0,98112,0.00156494522692,,0.00156494522692,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(113143.25, 1015625]",8.0
1,,1.0,1053.0,8610000US98125,52138.0,98125,0.000949667616334,,0.000949667616334,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(49963, 58591]",5.0
1,,1.0,,,,98319,,,,,,,,,,,
1,,1.0,598.0,8610000US98512,43823.0,98512,0.00167224080268,,0.00167224080268,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(43085, 49963]",4.0
1,,1.0,532.0,8610000US98903,37238.0,98903,0.00187969924812,,0.00187969924812,"(0.00178, 0.0192]",2.0,,,"[0.000244, 0.0019]",1.0,"(36760, 43085]",3.0
1,,1.0,,,,99132,,,,,,,,,,,
1,,1.0,574.0,8610000US99223,57481.0,99223,0.00174216027875,,0.00174216027875,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(49963, 58591]",5.0
1,,1.0,1379.0,8610000US99501,59153.0,99501,0.000725163161711,,0.000725163161711,"[0.000244, 0.00178]",1.0,,,"[0.000244, 0.0019]",1.0,"(58591, 72552]",6.0
